eps1, min_samples1, n_clusters_, n_noise_
131, 12, 1, 0
131, 13, 1, 0
131, 14, 1, 0
131, 15, 1, 0
131, 16, 1, 0
131, 17, 1, 0
131, 18, 1, 0
131, 19, 1, 0
141, 1, 1, 0
141, 2, 1, 0
141, 3, 1, 0
141, 4, 1, 0
141, 5, 1, 0
141, 6, 1, 0
141, 7, 1, 0
141, 8, 1, 0
141, 9, 1, 0
141, 10, 1, 0
141, 11, 1, 0
141, 12, 1, 0
141, 13, 1, 0
141, 14, 1, 0
141, 15, 1, 0
141, 16, 1, 0
141, 17, 1, 0
141, 18, 1, 0
141, 19, 1, 0
151, 1, 1, 0
151, 2, 1, 0
151, 3, 1, 0
151, 4, 1, 0
151, 5, 1, 0
151, 6, 1, 0
151, 7, 1, 0
151, 8, 1, 0
151, 9, 1, 0
151, 10, 1, 0
151, 11, 1, 0
151, 12, 1, 0
151, 13, 1, 0
151, 14, 1, 0
151, 15, 1, 0
151, 16, 1, 0
151, 17, 1, 0
151, 18, 1, 0
151, 19, 1, 0
161, 1, 1, 0
161, 2, 1, 0
161, 3, 1, 0
161, 4, 1, 0
161, 5, 1, 0
161, 6, 1, 0
161, 7, 1, 0
161, 8, 1, 0
161, 9, 1, 0
161, 10, 1, 0
161, 11, 1, 0
161, 12, 1, 0
161, 13, 1, 0
161, 14, 1, 0
161, 15, 1, 0
161, 16, 1, 0
161, 17, 1, 0
161, 18, 1, 0
161, 19, 1, 0
171, 1, 1, 0
171, 2, 1, 0
171, 3, 1, 0
171, 4, 1, 0
171, 5, 1, 0
171, 6, 1, 0
171, 7, 1, 0
171, 8, 1, 0
171, 9, 1, 0
171, 10, 1, 0
171, 11, 1, 0
171, 12, 1, 0
171, 13, 1, 0
171, 14, 1, 0
171, 15, 1, 0
171, 16, 1, 0
171, 17, 1, 0
171, 18, 1, 0
171, 19, 1, 0
181, 1, 1, 0
181, 2, 1, 0
181, 3, 1, 0
181, 4, 1, 0
181, 5, 1, 0
181, 6, 1, 0
181, 7, 1, 0
181, 8, 1, 0
181, 9, 1, 0
181, 10, 1, 0
181, 11, 1, 0
181, 12, 1, 0
181, 13, 1, 0
181, 14, 1, 0
181, 15, 1, 0
181, 16, 1, 0
181, 17, 1, 0
181, 18, 1, 0
181, 19, 1, 0
191, 1, 1, 0
191, 2, 1, 0
191, 3, 1, 0
191, 4, 1, 0
191, 5, 1, 0
191, 6, 1, 0
191, 7, 1, 0
191, 8, 1, 0
191, 9, 1, 0
191, 10, 1, 0
191, 11, 1, 0
191, 12, 1, 0
191, 13, 1, 0
191, 14, 1, 0
191, 15, 1, 0
191, 16, 1, 0
191, 17, 1, 0
191, 18, 1, 0
191, 19, 1, 0
201, 1, 1, 0
201, 2, 1, 0
201, 3, 1, 0
201, 4, 1, 0
201, 5, 1, 0
201, 6, 1, 0
201, 7, 1, 0
201, 8, 1, 0
201, 9, 1, 0
201, 10, 1, 0
201, 11, 1, 0
201, 12, 1, 0
201, 13, 1, 0
201, 14, 1, 0
201, 15, 1, 0
201, 16, 1, 0
201, 17, 1, 0
201, 18, 1, 0
201, 19, 1, 0
211, 1, 1, 0
211, 2, 1, 0
211, 3, 1, 0
211, 4, 1, 0
211, 5, 1, 0
211, 6, 1, 0
211, 7, 1, 0
211, 8, 1, 0
211, 9, 1, 0
211, 10, 1, 0
211, 11, 1, 0
211, 12, 1, 0
211, 13, 1, 0
211, 14, 1, 0
211, 15, 1, 0
211, 16, 1, 0
211, 17, 1, 0
211, 18, 1, 0
211, 19, 1, 0
221, 1, 1, 0
221, 2, 1, 0
221, 3, 1, 0
221, 4, 1, 0
221, 5, 1, 0
221, 6, 1, 0
221, 7, 1, 0
221, 8, 1, 0
221, 9, 1, 0
221, 10, 1, 0
221, 11, 1, 0
221, 12, 1, 0
221, 13, 1, 0
221, 14, 1, 0
221, 15, 1, 0
221, 16, 1, 0
221, 17, 1, 0
221, 18, 1, 0
221, 19, 1, 0
231, 1, 1, 0
231, 2, 1, 0
231, 3, 1, 0
231, 4, 1, 0
231, 5, 1, 0
231, 6, 1, 0
231, 7, 1, 0
231, 8, 1, 0
231, 9, 1, 0
231, 10, 1, 0
231, 11, 1, 0
231, 12, 1, 0
231, 13, 1, 0
231, 14, 1, 0
231, 15, 1, 0
231, 16, 1, 0
231, 17, 1, 0
231, 18, 1, 0
231, 19, 1, 0
241, 1, 1, 0
241, 2, 1, 0
241, 3, 1, 0
241, 4, 1, 0
241, 5, 1, 0
241, 6, 1, 0
241, 7, 1, 0
241, 8, 1, 0
241, 9, 1, 0
241, 10, 1, 0
241, 11, 1, 0
241, 12, 1, 0
241, 13, 1, 0
241, 14, 1, 0
241, 15, 1, 0
241, 16, 1, 0
241, 17, 1, 0
241, 18, 1, 0
241, 19, 1, 0
251, 1, 1, 0
251, 2, 1, 0
251, 3, 1, 0
251, 4, 1, 0
251, 5, 1, 0
251, 6, 1, 0
251, 7, 1, 0
251, 8, 1, 0
251, 9, 1, 0
251, 10, 1, 0
251, 11, 1, 0
251, 12, 1, 0
251, 13, 1, 0
251, 14, 1, 0
251, 15, 1, 0
251, 16, 1, 0
251, 17, 1, 0
251, 18, 1, 0
251, 19, 1, 0
261, 1, 1, 0
261, 2, 1, 0
261, 3, 1, 0
261, 4, 1, 0
261, 5, 1, 0
261, 6, 1, 0
261, 7, 1, 0
261, 8, 1, 0
261, 9, 1, 0
261, 10, 1, 0
261, 11, 1, 0
261, 12, 1, 0
261, 13, 1, 0
261, 14, 1, 0
261, 15, 1, 0
261, 16, 1, 0
261, 17, 1, 0
261, 18, 1, 0
261, 19, 1, 0
271, 1, 1, 0
271, 2, 1, 0
271, 3, 1, 0
271, 4, 1, 0
271, 5, 1, 0
271, 6, 1, 0
271, 7, 1, 0
271, 8, 1, 0
271, 9, 1, 0
271, 10, 1, 0
271, 11, 1, 0
271, 12, 1, 0
271, 13, 1, 0
271, 14, 1, 0
271, 15, 1, 0
271, 16, 1, 0
271, 17, 1, 0
271, 18, 1, 0
271, 19, 1, 0
281, 1, 1, 0
281, 2, 1, 0
281, 3, 1, 0
281, 4, 1, 0
281, 5, 1, 0
281, 6, 1, 0
281, 7, 1, 0
281, 8, 1, 0
281, 9, 1, 0
281, 10, 1, 0
281, 11, 1, 0
281, 12, 1, 0
281, 13, 1, 0
281, 14, 1, 0
281, 15, 1, 0
281, 16, 1, 0
281, 17, 1, 0
281, 18, 1, 0
281, 19, 1, 0
291, 1, 1, 0
291, 2, 1, 0
291, 3, 1, 0
291, 4, 1, 0
291, 5, 1, 0
291, 6, 1, 0
291, 7, 1, 0
291, 8, 1, 0
291, 9, 1, 0
291, 10, 1, 0
291, 11, 1, 0
291, 12, 1, 0
291, 13, 1, 0
291, 14, 1, 0
291, 15, 1, 0
291, 16, 1, 0
291, 17, 1, 0
291, 18, 1, 0
291, 19, 1, 0
301, 1, 1, 0
301, 2, 1, 0
301, 3, 1, 0
301, 4, 1, 0
301, 5, 1, 0
301, 6, 1, 0
301, 7, 1, 0
301, 8, 1, 0
301, 9, 1, 0
301, 10, 1, 0
301, 11, 1, 0
301, 12, 1, 0
301, 13, 1, 0
301, 14, 1, 0
301, 15, 1, 0
301, 16, 1, 0
301, 17, 1, 0
301, 18, 1, 0
301, 19, 1, 0
311, 1, 1, 0
311, 2, 1, 0
311, 3, 1, 0
311, 4, 1, 0
311, 5, 1, 0
311, 6, 1, 0
311, 7, 1, 0
311, 8, 1, 0
311, 9, 1, 0
311, 10, 1, 0
311, 11, 1, 0
311, 12, 1, 0
311, 13, 1, 0
311, 14, 1, 0
311, 15, 1, 0
311, 16, 1, 0
311, 17, 1, 0
311, 18, 1, 0
311, 19, 1, 0
321, 1, 1, 0
321, 2, 1, 0
321, 3, 1, 0
321, 4, 1, 0
321, 5, 1, 0
321, 6, 1, 0
321, 7, 1, 0
321, 8, 1, 0
321, 9, 1, 0
321, 10, 1, 0
321, 11, 1, 0
321, 12, 1, 0
321, 13, 1, 0
321, 14, 1, 0
321, 15, 1, 0
321, 16, 1, 0
321, 17, 1, 0
321, 18, 1, 0
321, 19, 1, 0
331, 1, 1, 0
331, 2, 1, 0
331, 3, 1, 0
331, 4, 1, 0
331, 5, 1, 0
331, 6, 1, 0
331, 7, 1, 0
331, 8, 1, 0
331, 9, 1, 0
331, 10, 1, 0
331, 11, 1, 0
331, 12, 1, 0
331, 13, 1, 0
331, 14, 1, 0
331, 15, 1, 0
331, 16, 1, 0
331, 17, 1, 0
331, 18, 1, 0
331, 19, 1, 0
341, 1, 1, 0
341, 2, 1, 0
341, 3, 1, 0
341, 4, 1, 0
341, 5, 1, 0
341, 6, 1, 0
341, 7, 1, 0
341, 8, 1, 0
341, 9, 1, 0
341, 10, 1, 0
341, 11, 1, 0
341, 12, 1, 0
341, 13, 1, 0
341, 14, 1, 0
341, 15, 1, 0
341, 16, 1, 0
341, 17, 1, 0
341, 18, 1, 0
341, 19, 1, 0
351, 1, 1, 0
351, 2, 1, 0
351, 3, 1, 0
351, 4, 1, 0
351, 5, 1, 0
351, 6, 1, 0
351, 7, 1, 0
351, 8, 1, 0
351, 9, 1, 0
351, 10, 1, 0
351, 11, 1, 0
351, 12, 1, 0
351, 13, 1, 0
351, 14, 1, 0
351, 15, 1, 0
351, 16, 1, 0
351, 17, 1, 0
351, 18, 1, 0
351, 19, 1, 0
361, 1, 1, 0
361, 2, 1, 0
361, 3, 1, 0
361, 4, 1, 0
361, 5, 1, 0
361, 6, 1, 0
361, 7, 1, 0
361, 8, 1, 0
361, 9, 1, 0
361, 10, 1, 0
361, 11, 1, 0
361, 12, 1, 0
361, 13, 1, 0
361, 14, 1, 0
361, 15, 1, 0
361, 16, 1, 0
361, 17, 1, 0
361, 18, 1, 0
361, 19, 1, 0
371, 1, 1, 0
371, 2, 1, 0
371, 3, 1, 0
371, 4, 1, 0
371, 5, 1, 0
371, 6, 1, 0
371, 7, 1, 0
371, 8, 1, 0
371, 9, 1, 0
371, 10, 1, 0
371, 11, 1, 0
371, 12, 1, 0
371, 13, 1, 0
371, 14, 1, 0
371, 15, 1, 0
371, 16, 1, 0
371, 17, 1, 0
371, 18, 1, 0
371, 19, 1, 0
381, 1, 1, 0
381, 2, 1, 0
381, 3, 1, 0
381, 4, 1, 0
381, 5, 1, 0
381, 6, 1, 0
381, 7, 1, 0
381, 8, 1, 0
381, 9, 1, 0
381, 10, 1, 0
381, 11, 1, 0
381, 12, 1, 0
381, 13, 1, 0
381, 14, 1, 0
381, 15, 1, 0
381, 16, 1, 0
381, 17, 1, 0
381, 18, 1, 0
381, 19, 1, 0
391, 1, 1, 0
391, 2, 1, 0
391, 3, 1, 0
391, 4, 1, 0
391, 5, 1, 0
391, 6, 1, 0
391, 7, 1, 0
391, 8, 1, 0
391, 9, 1, 0
391, 10, 1, 0
391, 11, 1, 0
391, 12, 1, 0
391, 13, 1, 0
391, 14, 1, 0
391, 15, 1, 0
391, 16, 1, 0
391, 17, 1, 0
391, 18, 1, 0
391, 19, 1, 0
401, 1, 1, 0
401, 2, 1, 0
401, 3, 1, 0
401, 4, 1, 0
401, 5, 1, 0
401, 6, 1, 0
401, 7, 1, 0
401, 8, 1, 0
401, 9, 1, 0
401, 10, 1, 0
401, 11, 1, 0
401, 12, 1, 0
401, 13, 1, 0
401, 14, 1, 0
401, 15, 1, 0
401, 16, 1, 0
401, 17, 1, 0
401, 18, 1, 0
401, 19, 1, 0
411, 1, 1, 0
411, 2, 1, 0
411, 3, 1, 0
411, 4, 1, 0
411, 5, 1, 0
411, 6, 1, 0
411, 7, 1, 0
411, 8, 1, 0
411, 9, 1, 0
411, 10, 1, 0
411, 11, 1, 0
411, 12, 1, 0
411, 13, 1, 0
411, 14, 1, 0
411, 15, 1, 0
411, 16, 1, 0
411, 17, 1, 0
411, 18, 1, 0
411, 19, 1, 0
421, 1, 1, 0
421, 2, 1, 0
421, 3, 1, 0
421, 4, 1, 0
421, 5, 1, 0
421, 6, 1, 0
421, 7, 1, 0
421, 8, 1, 0
421, 9, 1, 0
421, 10, 1, 0
421, 11, 1, 0
421, 12, 1, 0
421, 13, 1, 0
421, 14, 1, 0
421, 15, 1, 0
421, 16, 1, 0
421, 17, 1, 0
421, 18, 1, 0
421, 19, 1, 0
431, 1, 1, 0
431, 2, 1, 0
431, 3, 1, 0
431, 4, 1, 0
431, 5, 1, 0
431, 6, 1, 0
431, 7, 1, 0
431, 8, 1, 0
431, 9, 1, 0
431, 10, 1, 0
431, 11, 1, 0
431, 12, 1, 0
431, 13, 1, 0
431, 14, 1, 0
431, 15, 1, 0
431, 16, 1, 0
431, 17, 1, 0
431, 18, 1, 0
431, 19, 1, 0
441, 1, 1, 0
441, 2, 1, 0
441, 3, 1, 0
441, 4, 1, 0
441, 5, 1, 0
441, 6, 1, 0
441, 7, 1, 0
441, 8, 1, 0
441, 9, 1, 0
441, 10, 1, 0
441, 11, 1, 0
441, 12, 1, 0
441, 13, 1, 0
441, 14, 1, 0
441, 15, 1, 0
441, 16, 1, 0
441, 17, 1, 0
441, 18, 1, 0
441, 19, 1, 0
451, 1, 1, 0
451, 2, 1, 0
451, 3, 1, 0
451, 4, 1, 0
451, 5, 1, 0
451, 6, 1, 0
451, 7, 1, 0
451, 8, 1, 0
451, 9, 1, 0
451, 10, 1, 0
451, 11, 1, 0
451, 12, 1, 0
451, 13, 1, 0
451, 14, 1, 0
451, 15, 1, 0
451, 16, 1, 0
451, 17, 1, 0
451, 18, 1, 0
451, 19, 1, 0
461, 1, 1, 0
461, 2, 1, 0
461, 3, 1, 0
461, 4, 1, 0
461, 5, 1, 0
461, 6, 1, 0
461, 7, 1, 0
461, 8, 1, 0
461, 9, 1, 0
461, 10, 1, 0
461, 11, 1, 0
461, 12, 1, 0
461, 13, 1, 0
461, 14, 1, 0
461, 15, 1, 0
461, 16, 1, 0
461, 17, 1, 0
461, 18, 1, 0
461, 19, 1, 0
471, 1, 1, 0
471, 2, 1, 0
471, 3, 1, 0
471, 4, 1, 0
471, 5, 1, 0
471, 6, 1, 0
471, 7, 1, 0
471, 8, 1, 0
471, 9, 1, 0
471, 10, 1, 0
471, 11, 1, 0
471, 12, 1, 0
471, 13, 1, 0
471, 14, 1, 0
471, 15, 1, 0
471, 16, 1, 0
471, 17, 1, 0
471, 18, 1, 0
471, 19, 1, 0
481, 1, 1, 0
481, 2, 1, 0
481, 3, 1, 0
481, 4, 1, 0
481, 5, 1, 0
481, 6, 1, 0
481, 7, 1, 0
481, 8, 1, 0
481, 9, 1, 0
481, 10, 1, 0
481, 11, 1, 0
481, 12, 1, 0
481, 13, 1, 0
481, 14, 1, 0
481, 15, 1, 0
481, 16, 1, 0
481, 17, 1, 0
481, 18, 1, 0
481, 19, 1, 0
491, 1, 1, 0
491, 2, 1, 0
491, 3, 1, 0
491, 4, 1, 0
491, 5, 1, 0
491, 6, 1, 0
491, 7, 1, 0
491, 8, 1, 0
491, 9, 1, 0
491, 10, 1, 0
491, 11, 1, 0
491, 12, 1, 0
491, 13, 1, 0
491, 14, 1, 0
491, 15, 1, 0
491, 16, 1, 0
491, 17, 1, 0
491, 18, 1, 0
491, 19, 1, 0
501, 1, 1, 0
501, 2, 1, 0
501, 3, 1, 0
501, 4, 1, 0
501, 5, 1, 0
501, 6, 1, 0
501, 7, 1, 0
501, 8, 1, 0
501, 9, 1, 0
501, 10, 1, 0
501, 11, 1, 0
501, 12, 1, 0
501, 13, 1, 0
501, 14, 1, 0
501, 15, 1, 0
501, 16, 1, 0
501, 17, 1, 0
501, 18, 1, 0
501, 19, 1, 0
511, 1, 1, 0
511, 2, 1, 0
511, 3, 1, 0
511, 4, 1, 0
511, 5, 1, 0
511, 6, 1, 0
511, 7, 1, 0
511, 8, 1, 0
511, 9, 1, 0
511, 10, 1, 0
511, 11, 1, 0
511, 12, 1, 0
511, 13, 1, 0
511, 14, 1, 0
511, 15, 1, 0
511, 16, 1, 0
511, 17, 1, 0
511, 18, 1, 0
511, 19, 1, 0
521, 1, 1, 0
521, 2, 1, 0
521, 3, 1, 0
521, 4, 1, 0
521, 5, 1, 0
521, 6, 1, 0
521, 7, 1, 0
521, 8, 1, 0
521, 9, 1, 0
521, 10, 1, 0
521, 11, 1, 0
521, 12, 1, 0
521, 13, 1, 0
521, 14, 1, 0
521, 15, 1, 0
521, 16, 1, 0
521, 17, 1, 0
521, 18, 1, 0
521, 19, 1, 0
531, 1, 1, 0
531, 2, 1, 0
531, 3, 1, 0
531, 4, 1, 0
531, 5, 1, 0
531, 6, 1, 0
531, 7, 1, 0
531, 8, 1, 0
531, 9, 1, 0
531, 10, 1, 0
531, 11, 1, 0
531, 12, 1, 0
531, 13, 1, 0
531, 14, 1, 0
531, 15, 1, 0
531, 16, 1, 0
531, 17, 1, 0
531, 18, 1, 0
531, 19, 1, 0
541, 1, 1, 0
541, 2, 1, 0
541, 3, 1, 0
541, 4, 1, 0
541, 5, 1, 0
541, 6, 1, 0
541, 7, 1, 0
541, 8, 1, 0
541, 9, 1, 0
541, 10, 1, 0
541, 11, 1, 0
541, 12, 1, 0
541, 13, 1, 0
541, 14, 1, 0
541, 15, 1, 0
541, 16, 1, 0
541, 17, 1, 0
541, 18, 1, 0
541, 19, 1, 0
551, 1, 1, 0
551, 2, 1, 0
551, 3, 1, 0
551, 4, 1, 0
551, 5, 1, 0
551, 6, 1, 0
551, 7, 1, 0
551, 8, 1, 0
551, 9, 1, 0
551, 10, 1, 0
551, 11, 1, 0
551, 12, 1, 0
551, 13, 1, 0
551, 14, 1, 0
551, 15, 1, 0
551, 16, 1, 0
551, 17, 1, 0
551, 18, 1, 0
551, 19, 1, 0
561, 1, 1, 0
561, 2, 1, 0
561, 3, 1, 0
561, 4, 1, 0
561, 5, 1, 0
561, 6, 1, 0
561, 7, 1, 0
561, 8, 1, 0
561, 9, 1, 0
561, 10, 1, 0
561, 11, 1, 0
561, 12, 1, 0
561, 13, 1, 0
561, 14, 1, 0
561, 15, 1, 0
561, 16, 1, 0
561, 17, 1, 0
561, 18, 1, 0
561, 19, 1, 0
571, 1, 1, 0
571, 2, 1, 0
571, 3, 1, 0
571, 4, 1, 0
571, 5, 1, 0
571, 6, 1, 0
571, 7, 1, 0
571, 8, 1, 0
571, 9, 1, 0
571, 10, 1, 0
571, 11, 1, 0
571, 12, 1, 0
571, 13, 1, 0
571, 14, 1, 0
571, 15, 1, 0
571, 16, 1, 0
571, 17, 1, 0
571, 18, 1, 0
571, 19, 1, 0
581, 1, 1, 0
581, 2, 1, 0
581, 3, 1, 0
581, 4, 1, 0
581, 5, 1, 0
581, 6, 1, 0
581, 7, 1, 0
581, 8, 1, 0
581, 9, 1, 0
581, 10, 1, 0
581, 11, 1, 0
581, 12, 1, 0
581, 13, 1, 0
581, 14, 1, 0
581, 15, 1, 0
581, 16, 1, 0
581, 17, 1, 0
581, 18, 1, 0
581, 19, 1, 0
591, 1, 1, 0
591, 2, 1, 0
591, 3, 1, 0
591, 4, 1, 0
591, 5, 1, 0
591, 6, 1, 0
591, 7, 1, 0
591, 8, 1, 0
591, 9, 1, 0
591, 10, 1, 0
591, 11, 1, 0
591, 12, 1, 0
591, 13, 1, 0
591, 14, 1, 0
591, 15, 1, 0
591, 16, 1, 0
591, 17, 1, 0
591, 18, 1, 0
591, 19, 1, 0
601, 1, 1, 0
601, 2, 1, 0
601, 3, 1, 0
601, 4, 1, 0
601, 5, 1, 0
601, 6, 1, 0
601, 7, 1, 0
601, 8, 1, 0
601, 9, 1, 0
601, 10, 1, 0
601, 11, 1, 0
601, 12, 1, 0
601, 13, 1, 0
601, 14, 1, 0
601, 15, 1, 0
601, 16, 1, 0
601, 17, 1, 0
601, 18, 1, 0
601, 19, 1, 0
611, 1, 1, 0
611, 2, 1, 0
611, 3, 1, 0
611, 4, 1, 0
611, 5, 1, 0
611, 6, 1, 0
611, 7, 1, 0
611, 8, 1, 0
611, 9, 1, 0
611, 10, 1, 0
611, 11, 1, 0
611, 12, 1, 0
611, 13, 1, 0
611, 14, 1, 0
611, 15, 1, 0
611, 16, 1, 0
611, 17, 1, 0
611, 18, 1, 0
611, 19, 1, 0
621, 1, 1, 0
621, 2, 1, 0
621, 3, 1, 0
621, 4, 1, 0
621, 5, 1, 0
621, 6, 1, 0
621, 7, 1, 0
621, 8, 1, 0
621, 9, 1, 0
621, 10, 1, 0
621, 11, 1, 0
621, 12, 1, 0
621, 13, 1, 0
621, 14, 1, 0
621, 15, 1, 0
621, 16, 1, 0
621, 17, 1, 0
621, 18, 1, 0
621, 19, 1, 0
631, 1, 1, 0
631, 2, 1, 0
631, 3, 1, 0
631, 4, 1, 0
631, 5, 1, 0
631, 6, 1, 0
631, 7, 1, 0
631, 8, 1, 0
631, 9, 1, 0
631, 10, 1, 0
631, 11, 1, 0
631, 12, 1, 0
631, 13, 1, 0
631, 14, 1, 0
631, 15, 1, 0
631, 16, 1, 0
631, 17, 1, 0
631, 18, 1, 0
631, 19, 1, 0
641, 1, 1, 0
641, 2, 1, 0
641, 3, 1, 0
641, 4, 1, 0
641, 5, 1, 0
641, 6, 1, 0
641, 7, 1, 0
641, 8, 1, 0
641, 9, 1, 0
641, 10, 1, 0
641, 11, 1, 0
641, 12, 1, 0
641, 13, 1, 0
641, 14, 1, 0
641, 15, 1, 0
641, 16, 1, 0
641, 17, 1, 0
641, 18, 1, 0
641, 19, 1, 0
651, 1, 1, 0
651, 2, 1, 0
651, 3, 1, 0
651, 4, 1, 0
651, 5, 1, 0
651, 6, 1, 0
651, 7, 1, 0
651, 8, 1, 0
651, 9, 1, 0
651, 10, 1, 0
651, 11, 1, 0
651, 12, 1, 0
651, 13, 1, 0
651, 14, 1, 0
651, 15, 1, 0
651, 16, 1, 0
651, 17, 1, 0
651, 18, 1, 0
651, 19, 1, 0
661, 1, 1, 0
661, 2, 1, 0
661, 3, 1, 0
661, 4, 1, 0
661, 5, 1, 0
661, 6, 1, 0
661, 7, 1, 0
661, 8, 1, 0
661, 9, 1, 0
661, 10, 1, 0
661, 11, 1, 0
661, 12, 1, 0
661, 13, 1, 0
661, 14, 1, 0
